shipment_id,departure_timestamp,origin_port,destination_port,origin_region,destination_region,route_corridor,ocean_side,vessel_type,cargo_type,distance_nm,avg_speed_knots,baseline_eta_days,weather_delay_days,port_handling_days,geopolitical_event,geopolitical_delay_days,expected_delay_days,adjusted_eta_days,risk_score,freight_cost_index,baseline_arrival_timestamp,adjusted_arrival_timestamp,delay_class
SHP-0005650,2025-01-17 18:00:00,Los Angeles,Houston,North America,North America,Cape Diversion,Indian-Atlantic Side,Tanker,Auto Parts,1357.5,15.2,3.71,1.39,0.52,None,0.0,1.91,5.62,0.309,1.038,2025-01-21 11:01:35.215110592,2025-01-23 08:53:51.477390839,delayed
SHP-0005651,2025-12-25 13:00:00,Sydney,Singapore,Oceania,Southeast Asia,Cape Diversion,Indian-Atlantic Side,Container,Machinery,3881.8,20.5,7.89,0.0,1.74,None,0.0,1.74,9.63,0.295,1.035,2026-01-02 10:27:38.265951579,2026-01-04 04:09:04.650960479,delayed
SHP-0005652,2025-12-10 04:00:00,Santos,Houston,South America,North America,Panama Corridor,Atlantic-Pacific Side,Container,Food,4717.5,19.0,10.34,1.57,0.64,Customs Slowdown,1.14,3.35,13.69,0.515,1.118,2025-12-20 12:15:49.425093630,2025-12-23 20:40:39.229969235,delayed
SHP-0005653,2025-09-22 13:00:00,Durban,Shanghai,Africa,East Asia,Cape Diversion,Indian-Atlantic Side,Container,Textiles,7207.8,18.4,16.32,0.5,0.78,None,0.0,1.28,17.6,0.257,1.026,2025-10-08 20:45:20.162204556,2025-10-10 03:27:17.856419955,on_time
SHP-0005654,2025-06-23 05:00:00,Los Angeles,Mumbai,North America,South Asia,Cape Diversion,Indian-Atlantic Side,Bulk Carrier,Electronics,8632.7,13.9,25.97,0.0,0.67,None,0.0,0.67,26.64,0.206,1.013,2025-07-19 04:13:29.152123576,2025-07-19 20:16:25.704772872,on_time
SHP-0005655,2025-02-06 03:00:00,Los Angeles,Rotterdam,North America,Europe,Atlantic Crossing,Atlantic Side,Container,Textiles,4851.5,18.7,10.8,0.22,0.42,None,0.0,0.64,11.44,0.203,1.013,2025-02-16 22:16:22.967190845,2025-02-17 13:39:03.470268104,on_time
SHP-0005656,2025-12-09 02:00:00,Sydney,Dubai,Oceania,Middle East,Cape Diversion,Indian-Atlantic Side,Bulk Carrier,Chemicals,7417.1,14.8,20.93,0.0,1.36,None,0.0,1.36,22.28,0.263,1.027,2025-12-30 00:12:18.184680239,2025-12-31 08:48:21.265875740,on_time
SHP-0005657,2025-01-16 04:00:00,Shanghai,Sydney,East Asia,Oceania,Cape Diversion,Indian-Atlantic Side,Tanker,Machinery,4851.4,12.5,16.14,1.12,1.33,None,0.0,2.45,18.59,0.354,1.049,2025-02-01 07:28:16.930439351,2025-02-03 18:13:24.297001400,delayed
SHP-0005658,2025-11-08 03:00:00,Los Angeles,Singapore,North America,Southeast Asia,Pacific Crossing,Pacific Side,Container,Chemicals,7786.4,17.9,18.1,0.85,0.78,None,0.0,1.64,19.73,0.286,1.033,2025-11-26 05:17:40.797437184,2025-11-27 20:34:34.262035996,delayed
SHP-0005659,2025-10-01 19:00:00,Singapore,Rotterdam,Southeast Asia,Europe,Suez Corridor,Indian-Atlantic Side,Container,Textiles,6139.1,18.3,13.96,0.06,1.73,None,0.0,1.79,15.75,0.299,1.036,2025-10-15 18:01:17.397980990,2025-10-17 12:59:04.271483569,delayed
SHP-0005660,2025-01-25 03:00:00,Rotterdam,Mumbai,Europe,South Asia,Suez Corridor,Indian-Atlantic Side,Bulk Carrier,Textiles,3936.1,15.9,10.3,0.0,0.88,Port Strike,0.86,1.74,12.04,0.355,1.07,2025-02-04 10:10:18.345929568,2025-02-06 03:54:15.192132785,delayed
SHP-0005661,2025-11-16 18:00:00,Rotterdam,Shanghai,Europe,East Asia,Suez Corridor,Indian-Atlantic Side,Tanker,Electronics,5205.9,16.9,12.82,1.46,1.27,None,0.0,2.73,15.55,0.377,1.055,2025-11-29 13:39:00.553982518,2025-12-02 07:06:13.920694004,delayed
SHP-0005662,2025-09-27 12:00:00,Shanghai,Dubai,East Asia,Middle East,Cape Diversion,Indian-Atlantic Side,Container,Auto Parts,3955.7,20.6,7.99,1.83,1.65,None,0.0,3.48,11.47,0.44,1.07,2025-10-05 11:41:22.113697692,2025-10-08 23:17:02.507332761,delayed
SHP-0005663,2025-06-22 22:00:00,Singapore,Mumbai,Southeast Asia,South Asia,Cape Diversion,Indian-Atlantic Side,Container,Machinery,2403.0,20.0,5.0,0.0,1.42,None,0.0,1.42,6.42,0.268,1.028,2025-06-27 22:06:09.364605448,2025-06-29 08:10:55.254194002,on_time
SHP-0005664,2025-05-07 15:00:00,Durban,Houston,Africa,North America,Cape Diversion,Indian-Atlantic Side,Container,Machinery,9167.1,22.8,16.75,0.08,0.94,None,0.0,1.02,17.77,0.235,1.02,2025-05-24 08:55:48.749640697,2025-05-25 09:23:38.556859885,on_time
SHP-0005665,2025-06-22 09:00:00,Rotterdam,Singapore,Europe,Southeast Asia,Suez Corridor,Indian-Atlantic Side,Bulk Carrier,Auto Parts,6139.1,15.5,16.55,0.67,0.52,Port Strike,1.76,2.95,19.5,0.519,1.134,2025-07-08 22:09:27.289653307,2025-07-11 21:01:39.556931096,delayed
SHP-0005666,2025-01-19 20:00:00,Mumbai,Los Angeles,South Asia,North America,Cape Diversion,Indian-Atlantic Side,Container,Electronics,8632.7,15.1,23.87,0.63,1.64,None,0.0,2.27,26.14,0.34,1.045,2025-02-12 16:52:32.071852545,2025-02-14 23:27:37.990732484,delayed
SHP-0005667,2025-09-30 09:00:00,Sydney,Singapore,Oceania,Southeast Asia,Cape Diversion,Indian-Atlantic Side,Bulk Carrier,Chemicals,3881.8,13.4,12.11,0.91,0.47,None,0.0,1.38,13.49,0.265,1.028,2025-10-12 11:35:29.771755995,2025-10-13 20:41:21.004593636,on_time
SHP-0005668,2025-02-27 13:00:00,Durban,Singapore,Africa,Southeast Asia,Cape Diversion,Indian-Atlantic Side,Container,Electronics,5190.8,16.5,13.09,0.01,1.07,None,0.0,1.08,14.17,0.24,1.022,2025-03-12 15:11:06.024335038,2025-03-13 17:06:43.947506635,on_time
SHP-0005669,2025-12-06 18:00:00,Durban,Mumbai,Africa,South Asia,Cape Diversion,Indian-Atlantic Side,Bulk Carrier,Electronics,4339.4,11.4,15.83,0.32,1.61,None,0.0,1.94,17.77,0.311,1.039,2025-12-22 14:00:39.514804591,2025-12-24 12:29:16.730235185,delayed
SHP-0005670,2025-03-03 03:00:00,Singapore,Durban,Southeast Asia,Africa,Cape Diversion,Indian-Atlantic Side,Container,Auto Parts,5190.8,20.7,10.45,0.91,0.81,None,0.0,1.71,12.16,0.293,1.034,2025-03-13 13:44:05.675390934,2025-03-15 06:48:26.484531428,delayed
SHP-0005671,2025-04-25 02:00:00,Houston,Shanghai,North America,East Asia,Pacific Crossing,Pacific Side,Bulk Carrier,Electronics,6716.7,12.6,22.17,0.15,1.11,None,0.0,1.26,23.43,0.255,1.025,2025-05-17 06:09:36.244066008,2025-05-18 12:24:23.221080100,on_time
SHP-0005672,2025-11-12 12:00:00,Sydney,Houston,Oceania,North America,Cape Diversion,Indian-Atlantic Side,Container,Auto Parts,8506.0,15.9,22.3,1.45,0.76,None,0.0,2.22,24.52,0.335,1.044,2025-12-04 19:16:04.313982656,2025-12-07 00:28:50.215849573,delayed
SHP-0005673,2025-10-09 03:00:00,Durban,Shanghai,Africa,East Asia,Cape Diversion,Indian-Atlantic Side,Container,Food,7207.8,21.8,13.79,1.14,0.46,None,0.0,1.6,15.39,0.283,1.032,2025-10-22 21:56:32.154518999,2025-10-24 12:15:56.268654336,delayed
SHP-0005674,2025-02-06 16:00:00,Mumbai,Los Angeles,South Asia,North America,Cape Diversion,Indian-Atlantic Side,Tanker,Machinery,8632.7,15.2,23.7,0.0,1.45,None,0.0,1.45,25.14,0.271,1.029,2025-03-02 08:44:58.618575225,2025-03-03 19:27:21.649057643,on_time
SHP-0005675,2025-05-12 05:00:00,Los Angeles,Dubai,North America,Middle East,Cape Diversion,Indian-Atlantic Side,Container,Textiles,8263.9,21.1,16.34,0.0,0.78,None,0.0,0.78,17.12,0.215,1.016,2025-05-28 13:14:10.176581166,2025-05-29 07:50:28.703313597,on_time
SHP-0005676,2025-12-11 20:00:00,Singapore,Rotterdam,Southeast Asia,Europe,Suez Corridor,Indian-Atlantic Side,Tanker,Textiles,6139.1,16.2,15.76,0.14,0.55,None,0.0,0.69,16.45,0.207,1.014,2025-12-27 14:21:18.579743147,2025-12-28 06:50:42.040773594,on_time
SHP-0005677,2025-11-25 20:00:00,Shanghai,Sydney,East Asia,Oceania,Cape Diversion,Indian-Atlantic Side,Container,Electronics,4851.4,17.0,11.91,0.84,1.51,Panama Drought,2.98,5.33,17.24,0.756,1.22,2025-12-07 17:51:17.169386126,2025-12-13 01:49:49.912180705,critical_delay
SHP-0005678,2025-06-22 16:00:00,Los Angeles,Durban,North America,Africa,Cape Diversion,Indian-Atlantic Side,Tanker,Auto Parts,10521.1,14.6,30.04,0.57,1.75,Port Strike,0.94,3.26,33.3,0.488,1.105,2025-07-22 16:56:39.472725972,2025-07-25 23:11:53.145908597,delayed
SHP-0005679,2025-02-18 16:00:00,Mumbai,Rotterdam,South Asia,Europe,Suez Corridor,Indian-Atlantic Side,Container,Electronics,3936.1,19.5,8.42,0.91,1.54,None,0.0,2.45,10.87,0.354,1.049,2025-02-27 02:04:17.824237086,2025-03-01 12:53:58.548681870,delayed
SHP-0005680,2025-05-11 09:00:00,Dubai,Los Angeles,Middle East,North America,Cape Diversion,Indian-Atlantic Side,Bulk Carrier,Machinery,8263.9,13.6,25.28,1.2,0.78,None,0.0,1.97,27.26,0.315,1.039,2025-06-05 15:46:21.670122452,2025-06-07 15:09:24.371150520,delayed
SHP-0005681,2025-06-01 21:00:00,Houston,Singapore,North America,Southeast Asia,Pacific Crossing,Pacific Side,Tanker,Machinery,8812.3,13.1,28.1,0.09,1.06,None,0.0,1.14,29.25,0.245,1.023,2025-06-29 23:28:15.828181394,2025-07-01 02:55:29.411044377,on_time
SHP-0005682,2025-04-16 06:00:00,Durban,Houston,Africa,North America,Cape Diversion,Indian-Atlantic Side,Tanker,Food,9167.1,14.2,26.95,0.0,1.68,Panama Drought,2.55,4.23,31.18,0.641,1.18,2025-05-13 04:43:04.020111269,2025-05-17 10:18:30.926867647,critical_delay
SHP-0005683,2025-05-27 12:00:00,Shanghai,Rotterdam,East Asia,Europe,Suez Corridor,Indian-Atlantic Side,Container,Machinery,5205.9,19.8,10.97,0.09,0.4,Red Sea Tension,1.1,1.59,12.56,0.362,1.077,2025-06-07 11:20:34.344423885,2025-06-09 01:33:33.312260894,delayed
SHP-0005684,2025-05-21 07:00:00,Shanghai,Durban,East Asia,Africa,Cape Diversion,Indian-Atlantic Side,Container,Machinery,7207.8,16.8,17.83,0.2,0.78,None,0.0,0.99,18.81,0.232,1.02,2025-06-08 02:50:37.140334013,2025-06-09 02:30:30.177010581,on_time
SHP-0005685,2025-11-02 18:00:00,Singapore,Santos,Southeast Asia,South America,Cape Diversion,Indian-Atlantic Side,Container,Textiles,9809.7,21.4,19.13,1.89,1.8,None,0.0,3.69,22.82,0.458,1.074,2025-11-21 21:00:06.713878968,2025-11-25 13:36:33.058534435,delayed
SHP-0005686,2025-05-29 03:00:00,Dubai,Houston,Middle East,North America,Cape Diversion,Indian-Atlantic Side,Container,Food,8093.2,18.6,18.11,0.0,0.92,None,0.0,0.92,19.02,0.226,1.018,2025-06-16 05:33:43.096791830,2025-06-17 03:33:25.166101389,on_time
SHP-0005687,2025-08-01 23:00:00,Houston,Sydney,North America,Oceania,Cape Diversion,Indian-Atlantic Side,Container,Textiles,8506.0,20.4,17.41,1.21,1.53,None,0.0,2.75,20.16,0.379,1.055,2025-08-19 08:53:56.929181386,2025-08-22 02:46:54.558857867,delayed
SHP-0005688,2025-10-09 08:00:00,Mumbai,Santos,South Asia,South America,Cape Diversion,Indian-Atlantic Side,Container,Electronics,8463.8,22.5,15.67,0.36,0.54,None,0.0,0.89,16.56,0.224,1.018,2025-10-25 00:09:14.368668799,2025-10-25 21:33:24.398010792,on_time
SHP-0005689,2025-01-19 13:00:00,Los Angeles,Dubai,North America,Middle East,Cape Diversion,Indian-Atlantic Side,Bulk Carrier,Auto Parts,8263.9,14.4,23.84,1.02,1.68,None,0.0,2.7,26.55,0.375,1.054,2025-02-12 09:14:52.753121773,2025-02-15 02:05:21.617089704,delayed
SHP-0005690,2025-09-23 04:00:00,Dubai,Mumbai,Middle East,South Asia,Cape Diversion,Indian-Atlantic Side,Container,Chemicals,1191.1,16.5,3.01,0.6,1.55,None,0.0,2.15,5.16,0.329,1.043,2025-09-26 04:19:57.437630803,2025-09-28 07:56:04.177407151,delayed
SHP-0005691,2025-06-01 02:00:00,Houston,Durban,North America,Africa,Cape Diversion,Indian-Atlantic Side,Container,Auto Parts,9167.1,15.0,25.43,1.38,1.24,None,0.0,2.62,28.05,0.368,1.052,2025-06-26 12:17:07.134440642,2025-06-29 03:10:11.756059959,delayed
SHP-0005692,2025-06-17 08:00:00,Singapore,Mumbai,Southeast Asia,South Asia,Cape Diversion,Indian-Atlantic Side,Bulk Carrier,Textiles,2403.0,13.0,7.7,0.19,0.82,None,0.0,1.01,8.71,0.234,1.02,2025-06-25 00:48:55.191984128,2025-06-26 01:03:54.877058740,on_time
SHP-0005693,2025-06-11 11:00:00,Santos,Mumbai,South America,South Asia,Cape Diversion,Indian-Atlantic Side,Container,Electronics,8463.8,21.7,16.28,0.38,1.43,None,0.0,1.81,18.09,0.301,1.036,2025-06-27 17:41:07.977034161,2025-06-29 13:09:47.075183196,delayed
SHP-0005694,2025-08-18 01:00:00,Los Angeles,Sydney,North America,Oceania,Cape Diversion,Indian-Atlantic Side,Tanker,Electronics,7420.1,15.1,20.44,0.4,1.69,None,0.0,2.09,22.53,0.324,1.042,2025-09-07 11:33:53.987622022,2025-09-09 13:40:31.180831893,delayed
SHP-0005695,2025-09-17 22:00:00,Singapore,Houston,Southeast Asia,North America,Pacific Crossing,Pacific Side,Container,Food,8812.3,17.7,20.76,0.24,1.05,None,0.0,1.29,22.05,0.257,1.026,2025-10-08 16:17:14.185884399,2025-10-09 23:10:58.817242686,on_time
SHP-0005696,2025-01-11 21:00:00,Sydney,Dubai,Oceania,Middle East,Cape Diversion,Indian-Atlantic Side,Container,Machinery,7417.1,20.2,15.32,0.5,1.75,None,0.0,2.25,17.57,0.337,1.045,2025-01-27 04:42:07.501412684,2025-01-29 10:36:01.444431893,delayed
SHP-0005697,2025-07-28 00:00:00,Durban,Singapore,Africa,Southeast Asia,Cape Diversion,Indian-Atlantic Side,Container,Auto Parts,5190.8,20.9,10.36,0.25,1.51,None,0.0,1.76,12.12,0.297,1.035,2025-08-07 08:37:49.489728245,2025-08-09 02:53:48.532720994,delayed
SHP-0005698,2025-06-17 17:00:00,Los Angeles,Durban,North America,Africa,Cape Diversion,Indian-Atlantic Side,Container,Auto Parts,10521.1,22.4,19.56,0.2,0.58,None,0.0,0.78,20.33,0.215,1.016,2025-07-07 06:24:58.754839412,2025-07-08 01:01:40.200964556,on_time
SHP-0005699,2025-12-12 03:00:00,Rotterdam,Dubai,Europe,Middle East,Suez Corridor,Indian-Atlantic Side,Tanker,Machinery,2961.4,14.6,8.46,0.18,1.46,Customs Slowdown,1.19,2.83,11.28,0.475,1.109,2025-12-20 13:57:50.162069776,2025-12-23 09:48:14.849911238,delayed
SHP-0005700,2025-06-25 22:00:00,Los Angeles,Singapore,North America,Southeast Asia,Pacific Crossing,Pacific Side,Tanker,Electronics,7786.4,15.7,20.63,0.84,1.46,Suez Disruption,3.68,5.98,26.61,0.869,1.284,2025-07-16 13:05:17.773270549,2025-07-22 12:33:01.945390824,critical_delay
SHP-0005701,2025-06-23 23:00:00,Los Angeles,Durban,North America,Africa,Cape Diversion,Indian-Atlantic Side,Bulk Carrier,Machinery,10521.1,15.6,28.09,0.24,0.74,None,0.0,0.97,29.06,0.231,1.019,2025-07-22 01:10:48.239724080,2025-07-23 00:32:37.162792950,on_time
SHP-0005702,2025-05-24 11:00:00,Dubai,Singapore,Middle East,Southeast Asia,Cape Diversion,Indian-Atlantic Side,Tanker,Food,3593.1,12.5,12.01,0.0,0.41,None,0.0,0.41,12.42,0.184,1.008,2025-06-05 11:12:42.551703437,2025-06-05 21:04:02.041215608,on_time
SHP-0005703,2025-07-28 19:00:00,Shanghai,Los Angeles,East Asia,North America,Pacific Crossing,Pacific Side,Container,Food,5758.5,19.6,12.24,1.14,0.62,Port Strike,1.52,3.27,15.51,0.529,1.13,2025-08-10 00:39:19.473058275,2025-08-13 07:10:48.827997318,delayed
SHP-0005704,2025-01-29 21:00:00,Houston,Sydney,North America,Oceania,Cape Diversion,Indian-Atlantic Side,Container,Food,8506.0,17.5,20.21,0.76,0.74,None,0.0,1.5,21.71,0.275,1.03,2025-02-19 02:05:14.868760260,2025-02-20 14:02:56.239425332,on_time
SHP-0005705,2025-12-14 19:00:00,Durban,Singapore,Africa,Southeast Asia,Cape Diversion,Indian-Atlantic Side,Bulk Carrier,Textiles,5190.8,15.8,13.73,2.31,1.41,None,0.0,3.72,17.45,0.46,1.074,2025-12-28 12:27:32.627127867,2026-01-01 05:49:36.930577886,delayed
SHP-0005706,2025-03-17 12:00:00,Houston,Sydney,North America,Oceania,Cape Diversion,Indian-Atlantic Side,Bulk Carrier,Electronics,8506.0,13.6,26.15,0.43,1.48,Panama Drought,2.42,4.33,30.48,0.642,1.177,2025-04-12 15:32:37.681247181,2025-04-16 23:29:26.009789012,critical_delay
SHP-0005707,2025-08-27 12:00:00,Singapore,Mumbai,Southeast Asia,South Asia,Cape Diversion,Indian-Atlantic Side,Container,Textiles,2403.0,19.7,5.08,0.5,1.26,None,0.0,1.77,6.85,0.297,1.035,2025-09-01 13:59:04.175450856,2025-09-03 08:23:23.736282478,delayed
SHP-0005708,2025-02-28 15:00:00,Santos,Rotterdam,South America,Europe,Atlantic Crossing,Atlantic Side,Container,Chemicals,5278.4,19.7,11.19,0.13,1.25,None,0.0,1.38,12.57,0.265,1.028,2025-03-11 19:28:16.116493293,2025-03-13 04:35:41.252813151,on_time
SHP-0005709,2025-12-01 16:00:00,Durban,Santos,Africa,South America,Cape Diversion,Indian-Atlantic Side,Tanker,Chemicals,4649.8,15.8,12.25,1.21,0.92,None,0.0,2.13,14.38,0.328,1.043,2025-12-13 22:04:11.492889700,2025-12-16 01:14:02.171938948,delayed
SHP-0005710,2025-02-28 18:00:00,Santos,Durban,South America,Africa,Cape Diversion,Indian-Atlantic Side,Container,Electronics,4649.8,21.4,9.05,1.53,0.84,None,0.0,2.36,11.41,0.347,1.047,2025-03-09 19:09:14.969015890,2025-03-12 03:53:47.518675284,delayed
SHP-0005711,2025-05-26 17:00:00,Rotterdam,Los Angeles,Europe,North America,Atlantic Crossing,Atlantic Side,Container,Electronics,4851.5,21.1,9.57,1.13,1.19,Red Sea Tension,1.12,3.44,13.01,0.518,1.117,2025-06-05 06:39:42.913937626,2025-06-08 17:17:19.717000486,delayed
SHP-0005712,2025-07-02 04:00:00,Durban,Houston,Africa,North America,Cape Diversion,Indian-Atlantic Side,Bulk Carrier,Chemicals,9167.1,12.6,30.23,1.53,0.51,None,0.0,2.04,32.27,0.32,1.041,2025-08-01 09:30:06.399452289,2025-08-03 10:27:14.105561736,delayed
SHP-0005713,2025-11-05 02:00:00,Santos,Rotterdam,South America,Europe,Atlantic Crossing,Atlantic Side,Container,Chemicals,5278.4,15.6,14.07,0.32,0.77,None,0.0,1.09,15.16,0.241,1.022,2025-11-19 03:46:24.580315856,2025-11-20 05:57:20.879631244,on_time
SHP-0005714,2025-01-23 23:00:00,Dubai,Santos,Middle East,South America,Cape Diversion,Indian-Atlantic Side,Container,Electronics,7517.6,16.9,18.52,0.7,1.2,Suez Disruption,2.36,4.26,22.77,0.646,1.188,2025-02-11 11:22:21.753346506,2025-02-15 17:33:43.365540277,critical_delay
SHP-0005715,2025-06-30 12:00:00,Santos,Rotterdam,South America,Europe,Atlantic Crossing,Atlantic Side,Bulk Carrier,Textiles,5278.4,15.7,14.05,0.69,0.82,None,0.0,1.51,15.55,0.276,1.03,2025-07-14 13:05:17.185121059,2025-07-16 01:19:05.445878675,delayed
SHP-0005716,2025-02-11 13:00:00,Los Angeles,Mumbai,North America,South Asia,Cape Diversion,Indian-Atlantic Side,Container,Auto Parts,8632.7,17.0,21.11,0.5,1.05,Strait of Malacca Tension,1.76,3.32,24.43,0.534,1.14,2025-03-04 15:39:31.883837002,2025-03-07 23:16:45.589387872,delayed
SHP-0005717,2025-06-19 20:00:00,Houston,Rotterdam,North America,Europe,Atlantic Crossing,Atlantic Side,Container,Machinery,4358.4,21.2,8.55,0.92,0.46,None,0.0,1.38,9.93,0.265,1.028,2025-06-28 09:15:49.850145927,2025-06-29 18:19:17.040998029,on_time
SHP-0005718,2025-09-12 03:00:00,Dubai,Rotterdam,Middle East,Europe,Suez Corridor,Indian-Atlantic Side,Container,Electronics,2961.4,15.9,7.74,0.0,0.41,None,0.0,0.41,8.15,0.184,1.008,2025-09-19 20:46:08.700798636,2025-09-20 06:42:15.786047338,on_time
SHP-0005719,2025-08-20 11:00:00,Shanghai,Houston,East Asia,North America,Pacific Crossing,Pacific Side,Bulk Carrier,Auto Parts,6716.7,13.1,21.4,0.96,1.2,Red Sea Tension,1.72,3.89,25.29,0.598,1.152,2025-09-10 20:38:57.683328889,2025-09-14 17:54:48.167230728,delayed
SHP-0005720,2025-06-18 20:00:00,Durban,Singapore,Africa,Southeast Asia,Cape Diversion,Indian-Atlantic Side,Container,Food,5190.8,16.6,13.05,0.0,1.2,None,0.0,1.2,14.25,0.25,1.024,2025-07-01 21:06:45.225790081,2025-07-03 01:54:02.281325132,on_time
SHP-0005721,2025-08-09 23:00:00,Los Angeles,Houston,North America,North America,Cape Diversion,Indian-Atlantic Side,Tanker,Food,1357.5,12.5,4.54,1.22,1.11,None,0.0,2.33,6.87,0.344,1.047,2025-08-14 11:55:53.360387803,2025-08-16 19:54:31.772714976,delayed
SHP-0005722,2025-12-05 06:00:00,Houston,Shanghai,North America,East Asia,Pacific Crossing,Pacific Side,Container,Auto Parts,6716.7,15.1,18.53,1.01,1.29,None,0.0,2.3,20.83,0.342,1.046,2025-12-23 18:36:32.136192668,2025-12-26 01:49:51.486649691,delayed
SHP-0005723,2025-09-12 06:00:00,Mumbai,Dubai,South Asia,Middle East,Cape Diversion,Indian-Atlantic Side,Container,Textiles,1191.1,21.4,2.32,1.91,0.94,None,0.0,2.86,5.17,0.388,1.057,2025-09-14 13:39:07.497818084,2025-09-17 10:11:53.802264540,delayed
SHP-0005724,2025-08-17 18:00:00,Durban,Rotterdam,Africa,Europe,Cape Diversion,Indian-Atlantic Side,Bulk Carrier,Machinery,5820.3,14.0,17.3,0.71,0.71,None,0.0,1.42,18.72,0.269,1.028,2025-09-04 01:09:34.318665328,2025-09-05 11:19:13.481846230,on_time
SHP-0005725,2025-12-23 20:00:00,Mumbai,Rotterdam,South Asia,Europe,Suez Corridor,Indian-Atlantic Side,Tanker,Chemicals,3936.1,12.4,13.28,0.93,1.62,None,0.0,2.55,15.83,0.362,1.051,2026-01-06 02:41:51.126368881,2026-01-08 15:48:12.628413492,delayed
SHP-0005726,2025-08-23 00:00:00,Sydney,Santos,Oceania,South America,Cape Diversion,Indian-Atlantic Side,Container,Auto Parts,8200.6,17.9,19.13,1.16,1.19,None,0.0,2.35,21.47,0.346,1.047,2025-09-11 03:02:38.781927559,2025-09-13 11:23:32.593609046,delayed
SHP-0005727,2025-04-04 16:00:00,Rotterdam,Los Angeles,Europe,North America,Atlantic Crossing,Atlantic Side,Container,Electronics,4851.5,19.6,10.31,1.41,1.58,None,0.0,2.99,13.3,0.399,1.06,2025-04-14 23:26:05.385034982,2025-04-17 23:06:29.458585134,delayed
SHP-0005728,2025-02-05 08:00:00,Rotterdam,Durban,Europe,Africa,Cape Diversion,Indian-Atlantic Side,Container,Chemicals,5820.3,19.1,12.71,0.82,1.47,Panama Drought,1.82,4.11,16.82,0.592,1.15,2025-02-18 01:03:41.791384808,2025-02-22 03:47:39.656212402,critical_delay
SHP-0005729,2025-09-22 18:00:00,Shanghai,Santos,East Asia,South America,Cape Diversion,Indian-Atlantic Side,Container,Textiles,11429.9,22.5,21.17,0.0,0.95,None,0.0,0.95,22.12,0.229,1.019,2025-10-13 22:01:30.951178780,2025-10-14 20:51:01.061484445,on_time
SHP-0005730,2025-12-29 07:00:00,Dubai,Santos,Middle East,South America,Cape Diversion,Indian-Atlantic Side,Container,Food,7517.6,22.2,14.11,0.18,0.44,None,0.0,0.62,14.73,0.202,1.012,2026-01-12 09:35:26.191242234,2026-01-13 00:27:55.227178206,on_time
SHP-0005731,2025-12-03 06:00:00,Houston,Los Angeles,North America,North America,Cape Diversion,Indian-Atlantic Side,Bulk Carrier,Machinery,1357.5,13.0,4.34,0.42,1.41,Port Strike,1.5,3.33,7.66,0.532,1.131,2025-12-07 14:04:02.054719145,2025-12-10 21:53:43.961345882,delayed
SHP-0005732,2025-06-01 01:00:00,Durban,Santos,Africa,South America,Cape Diversion,Indian-Atlantic Side,Container,Machinery,4649.8,19.7,9.85,0.65,1.52,Port Strike,1.86,4.03,13.88,0.616,1.161,2025-06-10 21:29:21.545947864,2025-06-14 22:11:58.084020692,critical_delay
SHP-0005733,2025-01-14 02:00:00,Singapore,Mumbai,Southeast Asia,South Asia,Cape Diversion,Indian-Atlantic Side,Container,Chemicals,2403.0,18.0,5.56,0.21,0.62,None,0.0,0.84,6.4,0.22,1.017,2025-01-19 15:26:44.293695141,2025-01-20 11:33:19.880403759,on_time
SHP-0005734,2025-04-10 00:00:00,Los Angeles,Durban,North America,Africa,Cape Diversion,Indian-Atlantic Side,Bulk Carrier,Textiles,10521.1,13.8,31.81,1.23,1.52,None,0.0,2.75,34.57,0.38,1.055,2025-05-11 19:29:13.083510039,2025-05-14 13:35:01.100974565,delayed
SHP-0005735,2025-07-02 10:00:00,Rotterdam,Santos,Europe,South America,Atlantic Crossing,Atlantic Side,Bulk Carrier,Electronics,5278.4,14.3,15.41,0.2,1.19,None,0.0,1.39,16.8,0.266,1.028,2025-07-17 19:44:19.694441290,2025-07-19 05:10:25.911033044,on_time
SHP-0005736,2025-12-19 01:00:00,Singapore,Mumbai,Southeast Asia,South Asia,Cape Diversion,Indian-Atlantic Side,Tanker,Auto Parts,2403.0,12.8,7.85,0.06,1.4,None,0.0,1.45,9.3,0.271,1.029,2025-12-26 21:23:18.397599529,2025-12-28 08:16:36.333954649,on_time
SHP-0005737,2025-01-24 22:00:00,Rotterdam,Durban,Europe,Africa,Cape Diversion,Indian-Atlantic Side,Tanker,Chemicals,5820.3,17.8,13.63,0.23,1.57,Panama Drought,1.58,3.38,17.01,0.517,1.125,2025-02-07 13:11:17.371262955,2025-02-10 22:16:32.040893769,delayed
SHP-0005738,2025-08-21 17:00:00,Santos,Sydney,South America,Oceania,Cape Diversion,Indian-Atlantic Side,Container,Machinery,8200.6,16.6,20.64,0.72,1.22,None,0.0,1.94,22.58,0.312,1.039,2025-09-11 08:18:27.169514864,2025-09-13 06:54:14.812057321,delayed
SHP-0005739,2025-08-17 20:00:00,Houston,Los Angeles,North America,North America,Cape Diversion,Indian-Atlantic Side,Container,Textiles,1357.5,19.0,2.97,1.92,1.59,None,0.0,3.51,6.48,0.442,1.07,2025-08-20 19:20:06.409322275,2025-08-24 07:33:23.314187232,delayed
